2026-04-06T12:22:10 | INFO     | CAM-D3               | Sensor iniciado | intersección=INT-D3 | intervalo=5s | broker=10.43.99.128:5555
2026-04-06T12:22:10 | INFO     | CAM-D3               | [Publicado] vol= 20 veh | vel= 18.3 km/h | semáforo=ROJO
2026-04-06T12:40:06 | INFO     | CAM-D3               | [Publicado] vol= 19 veh | vel= 21.0 km/h | semáforo=ROJO
2026-04-06T12:40:11 | INFO     | CAM-D3               | [Publicado] vol=  6 veh | vel= 38.9 km/h | semáforo=ROJO
2026-04-06T12:40:16 | INFO     | CAM-D3               | [Publicado] vol= 15 veh | vel= 26.1 km/h | semáforo=ROJO
2026-04-06T12:40:21 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 46.2 km/h | semáforo=ROJO
2026-04-06T12:40:26 | INFO     | CAM-D3               | [Publicado] vol= 25 veh | vel=  9.6 km/h | semáforo=ROJO
2026-04-06T12:40:31 | INFO     | CAM-D3               | [Publicado] vol= 22 veh | vel= 15.6 km/h | semáforo=ROJO
2026-04-06T12:40:36 | INFO     | CAM-D3               | [Publicado] vol=  0 veh | vel= 33.4 km/h | semáforo=VERDE
2026-04-06T12:40:41 | INFO     | CAM-D3               | [Publicado] vol=  0 veh | vel= 44.2 km/h | semáforo=VERDE
2026-04-06T12:40:46 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 36.5 km/h | semáforo=VERDE
2026-04-06T12:40:51 | INFO     | CAM-D3               | [Publicado] vol=  8 veh | vel= 46.7 km/h | semáforo=VERDE
2026-04-06T12:40:56 | INFO     | CAM-D3               | [Publicado] vol=  8 veh | vel= 36.3 km/h | semáforo=VERDE
2026-04-06T12:41:01 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 39.7 km/h | semáforo=VERDE
2026-04-06T12:41:06 | INFO     | CAM-D3               | [Publicado] vol= 16 veh | vel= 27.1 km/h | semáforo=ROJO
2026-04-06T12:41:11 | INFO     | CAM-D3               | [Publicado] vol=  3 veh | vel= 43.3 km/h | semáforo=ROJO
2026-04-06T12:41:16 | INFO     | CAM-D3               | [Publicado] vol=  9 veh | vel= 36.3 km/h | semáforo=ROJO
2026-04-06T12:41:21 | INFO     | CAM-D3               | [Publicado] vol= 22 veh | vel= 18.3 km/h | semáforo=ROJO
2026-04-06T12:41:26 | INFO     | CAM-D3               | [Publicado] vol=  5 veh | vel= 44.3 km/h | semáforo=ROJO
2026-04-06T12:41:31 | INFO     | CAM-D3               | [Publicado] vol=  0 veh | vel= 50.7 km/h | semáforo=ROJO
2026-04-06T12:41:36 | INFO     | CAM-D3               | [Publicado] vol=  6 veh | vel= 32.7 km/h | semáforo=VERDE
