2026-04-06T12:22:10 | INFO     | CAM-A4               | Sensor iniciado | intersección=INT-A4 | intervalo=5s | broker=10.43.99.128:5555
2026-04-06T12:22:10 | INFO     | CAM-A4               | [Publicado] vol= 24 veh | vel= 11.1 km/h | semáforo=ROJO
2026-04-06T12:40:06 | INFO     | CAM-A4               | [Publicado] vol= 18 veh | vel= 25.4 km/h | semáforo=ROJO
2026-04-06T12:40:11 | INFO     | CAM-A4               | [Publicado] vol= 14 veh | vel= 31.5 km/h | semáforo=ROJO
2026-04-06T12:40:16 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 43.2 km/h | semáforo=ROJO
2026-04-06T12:40:21 | INFO     | CAM-A4               | [Publicado] vol= 10 veh | vel= 33.0 km/h | semáforo=ROJO
2026-04-06T12:40:26 | INFO     | CAM-A4               | [Publicado] vol=  0 veh | vel= 49.4 km/h | semáforo=ROJO
2026-04-06T12:40:31 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 39.5 km/h | semáforo=ROJO
2026-04-06T12:40:36 | INFO     | CAM-A4               | [Publicado] vol=  0 veh | vel= 49.6 km/h | semáforo=VERDE
2026-04-06T12:40:41 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 26.4 km/h | semáforo=VERDE
2026-04-06T12:40:46 | INFO     | CAM-A4               | [Publicado] vol=  5 veh | vel= 42.6 km/h | semáforo=VERDE
2026-04-06T12:40:51 | INFO     | CAM-A4               | [Publicado] vol=  3 veh | vel= 29.1 km/h | semáforo=VERDE
2026-04-06T12:40:56 | INFO     | CAM-A4               | [Publicado] vol=  0 veh | vel= 44.2 km/h | semáforo=VERDE
2026-04-06T12:41:01 | INFO     | CAM-A4               | [Publicado] vol=  6 veh | vel= 26.4 km/h | semáforo=VERDE
2026-04-06T12:41:06 | INFO     | CAM-A4               | [Publicado] vol=  3 veh | vel= 48.1 km/h | semáforo=ROJO
2026-04-06T12:41:11 | INFO     | CAM-A4               | [Publicado] vol=  2 veh | vel= 45.5 km/h | semáforo=ROJO
2026-04-06T12:41:16 | INFO     | CAM-A4               | [Publicado] vol=  0 veh | vel= 51.4 km/h | semáforo=ROJO
2026-04-06T12:41:21 | INFO     | CAM-A4               | [Publicado] vol= 13 veh | vel= 31.1 km/h | semáforo=ROJO
2026-04-06T12:41:26 | INFO     | CAM-A4               | [Publicado] vol=  3 veh | vel= 43.4 km/h | semáforo=ROJO
2026-04-06T12:41:31 | INFO     | CAM-A4               | [Publicado] vol= 23 veh | vel= 14.6 km/h | semáforo=ROJO
2026-04-06T12:41:36 | INFO     | CAM-A4               | [Publicado] vol=  7 veh | vel= 26.4 km/h | semáforo=VERDE
