2026-04-06T12:22:10 | INFO     | CAM-A5               | Sensor iniciado | intersección=INT-A5 | intervalo=5s | broker=10.43.99.128:5555
2026-04-06T12:22:10 | INFO     | CAM-A5               | [Publicado] vol= 23 veh | vel= 14.2 km/h | semáforo=ROJO
2026-04-06T12:40:06 | INFO     | CAM-A5               | [Publicado] vol=  5 veh | vel= 43.1 km/h | semáforo=ROJO
2026-04-06T12:40:11 | INFO     | CAM-A5               | [Publicado] vol= 10 veh | vel= 32.8 km/h | semáforo=ROJO
2026-04-06T12:40:16 | INFO     | CAM-A5               | [Publicado] vol= 19 veh | vel= 23.5 km/h | semáforo=ROJO
2026-04-06T12:40:21 | INFO     | CAM-A5               | [Publicado] vol=  7 veh | vel= 38.7 km/h | semáforo=ROJO
2026-04-06T12:40:26 | INFO     | CAM-A5               | [Publicado] vol= 10 veh | vel= 37.6 km/h | semáforo=ROJO
2026-04-06T12:40:31 | INFO     | CAM-A5               | [Publicado] vol= 11 veh | vel= 31.5 km/h | semáforo=ROJO
2026-04-06T12:40:36 | INFO     | CAM-A5               | [Publicado] vol=  1 veh | vel= 41.1 km/h | semáforo=VERDE
2026-04-06T12:40:41 | INFO     | CAM-A5               | [Publicado] vol=  7 veh | vel= 40.3 km/h | semáforo=VERDE
2026-04-06T12:40:46 | INFO     | CAM-A5               | [Publicado] vol=  0 veh | vel= 48.4 km/h | semáforo=VERDE
2026-04-06T12:40:51 | INFO     | CAM-A5               | [Publicado] vol=  5 veh | vel= 27.3 km/h | semáforo=VERDE
2026-04-06T12:40:56 | INFO     | CAM-A5               | [Publicado] vol=  4 veh | vel= 46.2 km/h | semáforo=VERDE
2026-04-06T12:41:01 | INFO     | CAM-A5               | [Publicado] vol=  0 veh | vel= 38.5 km/h | semáforo=VERDE
2026-04-06T12:41:06 | INFO     | CAM-A5               | [Publicado] vol=  0 veh | vel= 49.8 km/h | semáforo=ROJO
2026-04-06T12:41:11 | INFO     | CAM-A5               | [Publicado] vol= 14 veh | vel= 31.0 km/h | semáforo=ROJO
2026-04-06T12:41:16 | INFO     | CAM-A5               | [Publicado] vol= 17 veh | vel= 25.0 km/h | semáforo=ROJO
2026-04-06T12:41:21 | INFO     | CAM-A5               | [Publicado] vol= 14 veh | vel= 26.3 km/h | semáforo=ROJO
2026-04-06T12:41:26 | INFO     | CAM-A5               | [Publicado] vol=  9 veh | vel= 36.0 km/h | semáforo=ROJO
2026-04-06T12:41:31 | INFO     | CAM-A5               | [Publicado] vol=  5 veh | vel= 39.8 km/h | semáforo=ROJO
2026-04-06T12:41:36 | INFO     | CAM-A5               | [Publicado] vol=  6 veh | vel= 38.8 km/h | semáforo=VERDE
